Startup YC link,Startup Name,Startup Location,Discription,Batch,_tagLink_zhfs4_1040 href 2,Type,Industry
https://www.ycombinator.com/companies/octapulse,OctaPulse,,Robotics and computer vision to automate fish farming from hatchery…,Winter 2026,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Climate
https://www.ycombinator.com/companies/haladir,Haladir,"San Francisco, CA, USA",Building Operational Superintelligence.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/constellation-space,Constellation Space,,AI for space mission assurance.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/voltair,Voltair,"San Francisco, CA, USA",Self Charging Drones,Winter 2026,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Drones
https://www.ycombinator.com/companies/mantis-biotechnology,Mantis Biotechnology,"New York, NY, USA",Physics-Enhanced Datasets for Low-Resource Machine Learning,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/axionorbital-space,AxionOrbital Space,"San Francisco, CA, USA",Foundation models for 24/7 Earth Observation,Winter 2026,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/travo,Travo,"San Francisco, CA, USA",We use AI to collect and analyze real estate data,Winter 2026,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,
https://www.ycombinator.com/companies/prana-health,Prana,"San Francisco, CA, USA",An AI primary care doctor in your pocket,Winter 2026,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Consumer Health and Wellness
https://www.ycombinator.com/companies/ressl-ai,Ressl AI,"San Francisco, CA, USA",AI Transformation for the Trades,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/oxus,Oxus,"San Francisco, CA, USA",AI-powered automation for internal audit workflows,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/legalos,LegalOS,"San Francisco, CA, USA",The AI-powered law firm for complex work visas,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/sonarly,Sonarly,"San Francisco, CA, USA",AI engineer to triage and fix your production alerts,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/caretta,Caretta,"San Francisco, CA, USA",Realtime AI for Sales Calls,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/1code-21stdev,1code (21st.dev),"San Francisco, CA, USA",Orchestration layer for coding agents,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/autositu,AutoSitu,,AI-native workspace for municipal development review,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/skillsync,Skillsync,"San Francisco, CA, USA",Find anyone in open source,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Human Resources
https://www.ycombinator.com/companies/chasi,Chasi,"New York, NY, USA",AI Revenue Engine for the Equipment Industry,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/o11,o11,"San Francisco, CA, USA",The Most Integrated M365 AI Suite,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/pocket,Pocket,,The world's best AI note-taking device and app,Winter 2026,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/bubble-lab,Bubble Lab,,Your ops super-employee in Slack,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/autonomous-technologies-group,Autonomous Technologies Group,"New York, NY, USA",Superintelligent financial advisor,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/didit,Didit,"San Francisco, CA, USA",All-in-one identity platform for fast human verification.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/patientdeskai,Patientdesk.ai,,AI voice agent for patient calls & admin workflows,Winter 2026,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/fifth-door,Fifth Door,"San Francisco, CA, USA",Create and play games with AI,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Gaming
https://www.ycombinator.com/companies/avoice,Avoice,"San Francisco, CA, USA",The AI Workspace For Architects,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/luel,Luel,"San Francisco, CA, USA",Turning everyday words and actions into usable training data.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/valgo,Valgo,"San Mateo, CA, USA",Algorithmic safety validation tools for autonomy.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/hlabs,Hlabs,"Austin, TX, USA",Making an industrial supply chain for building robots in the USA,Winter 2026,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/goldbridge,Goldbridge,,Ramp for Real Estate,Fall 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Housing and Real Estate
https://www.ycombinator.com/companies/corvera,Corvera,"San Francisco, CA, USA",AI agents for CPG brands,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/null-labs,Null Labs,"San Francisco, CA, USA",End-to-end Simulation for Defense Autonomy,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/tensr,Tensr,"San Francisco, CA, USA",Fully autonomous robotic factories,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/atlasgrid,AtlasGrid,"Mountain View, CA, USA",Accelerate Product Iteration,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/mayflower,Mayflower,"San Francisco, CA, USA",AI plug-in that automates HR immigration screening and compliance,Fall 2025,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/velum-labs,Velum Labs,"San Francisco, CA, USA",The OS for data quality across any stack,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/logosguard,LogosGuard,"San Francisco, CA, USA",The risk management software for enterprises adopting AI,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/f2,F2,"New York, NY, USA",The AI platform for private markets investors,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/scoop,Scoop,"San Francisco, CA, USA",Automating regulatory submissions for life sciences,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/exonic,Exonic,"San Francisco, CA, USA",Unsupervised Biological AI,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/forge-robotics,Forge Robotics,"San Francisco, CA, USA",A robotics intelligence system for metal fabrication,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/jsx-tool,JSX Tool,,AI-First In-Browser IDE for React Development,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/zephyr-fusion,Zephyr Fusion,"San Diego, CA, USA",Powering tomorrow's industrial revolution in space,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Energy
https://www.ycombinator.com/companies/captain,Captain,"San Francisco, CA, USA",Accurate knowledge search that scales,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/thesis,Thesis,"San Francisco, CA, USA",An AI lab at your fingertips.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/iriscal,Iris,"San Francisco, CA, USA",The Digital Extension of Yourself,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/castari,Castari,,Vercel for AI Agents – One click deploy for the Claude Agent SDK,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/zarna,Zarna,"San Francisco, CA, USA",AI Associates for Private Capital,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/nessie,Nessie,"San Francisco, CA, USA",Shareable AI Brains for Everyone,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/amera,Amera,,Automating claims processing workflows for health insurance payers.,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/diligencesquared-inc,DiligenceSquared,"San Francisco, CA, USA",AI-powered market due diligence for investment decisions,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/hireglide,HireGlide,"San Francisco, CA, USA",The AI-native job board,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Recruiting and Talent
https://www.ycombinator.com/companies/agentic-fabriq,Agentic Fabriq,"Sunnyvale, CA, USA",Okta for Agents.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/saffron-health,Saffron Health,,AI-powered care coordination for primary care,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare Services
https://www.ycombinator.com/companies/efference,Efference,"San Francisco, CA, USA",,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/inspector,Inspector,"San Francisco, CA, USA",AI IDE for front-end development,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/digipals,Digipals,"San Francisco, CA, USA",The future of Social in the age of AI,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Social
https://www.ycombinator.com/companies/item,item,"San Francisco, CA, USA",The AI-Native CRM that works for you,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/scott-ai,Scott AI,"New York, NY, USA",Agentic Workspace for Engineering Team Alignment,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/savahq,Sava,,Building the future of trusts,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/lakonia,Lakonia,"San Francisco, CA, USA",Delivering AI-powered situational awareness in tactical environments.,Fall 2025,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/lunavo,Lunavo,"San Francisco, CA, USA",Lunavo is the AI assistant for carriers.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/brickwise,Brickwise,,AI property manager for landlords and estate agents,Fall 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Housing and Real Estate
https://www.ycombinator.com/companies/tornyol,Tornyol,,We build micro-drones that kill mosquitoes.,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Consumer Electronics
https://www.ycombinator.com/companies/anto-biosciences,Anto Biosciences,"San Francisco, CA, USA",A Foundation Model for Microbial Communities.,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/the-hog,The Hog,,AI Demand Gen for Companies,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/overdrive-health,Overdrive Health,"New York, NY, USA",AI Powered Medical Billing,Winter 2026,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare Services
https://www.ycombinator.com/companies/kaigo-health,Kaigo Health,"San Francisco, CA, USA",AI outpatient care workforce,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/norra,Norra,"San Francisco, CA, USA",Automating equipment operations for nursing facilities,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
